	target_text	input_text	prefix
3930	you might want to try https://wiki.ubuntu.com/InstallingXubuntu	hello, is there any way to run ubuntu in text only mode? i wanna do some test with an pretty old imac and console/shell prompt are good enough for me, any idea? :) 'server' at the installer's boot: prompt 	CHAT
3931	- did you try the Ubuntu Live DVD?	hey all, having issues with a knoppix 3.9 hd install recognizing a Creative Labs dvd (internal) player.. kinda of linux n00b here too 	CHAT
3932	can you update 5.10 straight to fiesty by useing the fiesty sources.list?	!upgrade | antiquim 	CHAT
3933	why you might not be able to connect?  what wireless card does your computer have?	anyone know why i might now be able to connect to my wlan? d-link router, WEP key 	CHAT
3934	sorry, i'm not familiar with if belkin cards are supported in ubuntu, you might search for 'belkin wireless ubuntu' on google, or post on the forum, or see these docs:	anyone know why i might now be able to connect to my wlan? d-link router, WEP key why you might not be able to connect?  what wireless card does your computer have? 	CHAT
3935	did you try all of them?	Hi, Changing virtual consoles brings up a blank screen. browsing through forums didn't help. Anyone who can help? 	CHAT
3936	can you get the box up and running?	How do I reinstall GRUB? 	CHAT
3937	I think you might be screwed on the 5.1 front	Would anyone know how to get ALSA to do 5.1 Surround Sound? it depends if your sound card support 5.1 in linux 	CHAT
3938	you might consider openbox or fluxbox. Very similar to blackbox, but a bit more modern	not that i am going to do it right now. but is it possible to run either blackbox or bluebox on ubuntu? yes, no prob. 	CHAT
3939	michelp you might try puppy linux	Oh, gaim. Yeah, I think so. 	CHAT
3940	can you just use the synaptics package manager in the System -> Administration menu?	pls. tell me how to install a program... where will i use the command apt -get ??? 	CHAT
3941	have you tried valknut?	what's a good direct connect client in ubuntu ? i've already tried dcgui-qt but i don't like it :s 	CHAT
3942	have you tried editing the file ~/vlc/vlcrc? look for a section called 'skins2' and comment out every line in that section.	is there a way i can COMPLETELY uninstall vlc, like, EVERYTHING, so it has no memory it was ever installed, so when i install again it will be fine 	CHAT
3943	for some things like 3d drivers, you might have to redo some things. Most settings will be OK	is it worth installing the current stable release, or is the new release going to supercede it soon and i should just wait install the current stable, and upgrade in place when the new one is stable 	CHAT
3944	Breezy won't be updated, it's considered stable - you might have had bad hardware	so how stable is the breezy distro? it might have been crappy hardware (problematic old via chipset) but mit breezy froze like 3 times in a week, completely halted. ever had that happen or was it probably just bad hardware? 	CHAT
3945	have you tried this howto? http://doc.gwos.org/index.php/Desktop_EyeCandy#HOWTO:_INSTALL_CURSOR_THEMES_ON_UBUNTU.2FGNOME	hey all, can anyone help me figure out how to change my mouse theme, its stuck on Human, and i tried folloing the guide on the theme website and it doesnt work when i goto mouse preferences it only shows one theme also, and that Human 	CHAT
3946	could you explain the knid of things you had to do to get it running?	i sanyone here running ubuntu on a laptop 	CHAT
3947	I know ET is free to download; I think RTCW is payware, but if you have the Windows version you might be able to grab the Linux installer for it	can anyone shed light on how to get sound working in RTCW? I have checked the forums but just find into on enemy territory.. I am running the game though wine and have no sound isn't there a Linux-native version of RTCW like there is of ET? No need for wine... 	CHAT
3948	check Blender's site - you might have to compile	hi, i need a repo for blender 3D. where can i get it ? it's in Ubuntu's repos - see what ubotu just posted above ^^^ 	CHAT
3949	have you tried gThumb?	anyone familiar with digital cameras? mine's giving me problems on Ubuntu it's a Kodak easyshare C360 	CHAT
3950	if you ask an actual question, you might get an actual answer :)	hello I have a question 	CHAT
3951	can you confirm spotchat is temporarily out of service?	!eol > rtweeg 	CHAT
3952	no such thing here! ;)  have you tried gaim for msn access?	for uncompress it's ok i'm used with Windows and my first reaction is to search an execute files :) 	CHAT
3953	: can you do that compilation/build and send me the package, you seem to know your stuff :o	you say it like it's a bad thing 	CHAT
3954	did you try relogging into your computer	How can I fix this issue? E: Unable to lock the administration directory (/var/lib/dpkg/), is another process using it? I can't do sudo apt-get update -f or sudo apt-get upgrade -f due to that msg 	CHAT
3955	and could you give me an example where ubuntu doesnt follow the standards?	it's not noob friendly, it uses uncommon solution not found in other distros that would be not following standards. noobfriendly is usability for the inexperienced, they dont care about standards 	CHAT
3956	I think you might be able to do that with sysvconfig	hello. how can I remove a service, such as apache from starting up (I am on a headless system) 	CHAT
3957	can you ping something ?	my firefox is not recognising my dialup connection so no browsing 	CHAT
3958	sorush20:have you tried printbill	!printbill 	CHAT
3959	I keep getting the error message that the device is not found.. however.. the device is hw,0,1 and this work in xmms, but not in amarok can you help	why does amrok need to run sound though gstreamer or arts and not directly to alsa.. it can, but then it will lock the device. 	CHAT
3960	you could use alien, but you might have problems	hi guys, started running Ubuntu last night and everything is going great.  Quick question though, I want to install the citrix ica client and all citrix.com has is the rpm, is there any way for debian to still install it? thanks Seveas 	CHAT
3961	what did you try to add to it?	Hrm.  I'm having an issue with apt-get.  I've edited the sources.list and its failing to fetch one of them. do you know for sure that you've edited it correctly? 	CHAT
3962	have you tried the drivers from synatpic?	how do I start bash? Help I have the drivers for my Nvidia card. But when I try to run this command...(sh NVIDIA-Linux-x86-1.0-8762-pkg1.run) under run as a different user(root) nothing happens. anyone know if I am doing it wrong? 	CHAT
3963	might work better here.  How much storage can you realisticly get if you're mostly mooching?	the trading componnent is _intended_ to address the free-rider problem.  dunno how well it'd work 	CHAT
3964	you might try running the memtest thats on the install cd	please, can someone help me with my problem? -> http://gnomesupport.org/forums/viewtopic.php?t=12179 but mine doesn't work in dapper neither 	CHAT
3965	you might try wine	Hello, i need an exe extractor like an installer 	CHAT
3966	you might try #madwifi, I've never use it	can someone help me on the installation of madwifi? if you are running breezy I think its already installed 	CHAT
3967	you might have an easier time using nano	how do i save in VIM? :w 	CHAT
3968	have you tried Alt+Tab? It happens to me sometimes and I can access it from there	hey guys I installed xChat, and I noticed once it's minimized, you can't access it anylonger from any window 	CHAT
3969	can you use synaptic to remove the pppoe package?	could someone please help me with my netywork, i want to use ordinary dhcp to connect internet but i've configured to use ppoe and now i dont want ppoe but i dont know how to remove it and use ordinary dhcp again please help 	CHAT
3970	can you pastebin your ssh logs?	Can somebody help me setup mu sshd so it's run on port 21 (I know, generally ftp) and people can connect to it? I have it on port 21 but I get this error when I connect. http://pastebin.ca/55170 	CHAT
